HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_SDRMSSD,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,HRV_HF,HRV_VHF,HRV_TP,HRV_HFn,HRV_LnHF,Sample_Entropy,Approximate_Entropy,Permutation_Entropy,Mean_IF,Std_IF,Peak_IF,IF_Energy,IF_Entropy,IF_Variability_Index,Tonic_Mean,Tonic_STD,Phasic_Energy,Phasic_STD,Phasic_Peak,Wavelet_Energy_1,Wavelet_Energy_2,Wavelet_Energy_3,Wavelet_Energy_4,Wavelet_Energy_5,D2_D3_Sync,D3_D4_Sync,Oscillation_Stability,Oscillation_Instability,Transition_Rate,Transition_Strength,Transition_Irregularity,MSE_1,MSE_2,MSE_3,MSE_4,MSE_5,Dynamic_Variability,Fluctuation_Energy,Peak_Irregularity,Stress_Label
837.2689075630251,78.29614716011633,54.333540108343854,54.94790077545223,0.0935137402725332,0.06489377500770732,838.5714285714287,96.36899999999983,0.1149204429301531,130.3571428571429,1.441027899231116,757.1428571428571,906.2857142857142,35.294117647058826,52.94117647058824,700.0,985.7142857142858,11.333333333333334,187.5,0.012266377616238553,0.0008632575120960459,0.013129635128334599,0.9342512184338558,-4.400893286646591,0.08443396603088678,0.131782254676867,0.48882743472066004,1.9548324204934202,0.7946113305385737,12.463125385995754,44523.31681136562,0.033679934166925364,0.40648565176651075,1.206507601529135,0.07702684961909383,0.013234338709922683,0.009921511229236093,0.017491343452687325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
792.2779922779923,84.70400608116016,35.45940798310755,35.901459636299535,0.10691197648645458,0.04475627031006265,792.8571428571428,108.01799999999987,0.13623891891891876,134.28571428571433,2.3887597368098237,700.2857142857143,879.1428571428571,16.216216216216218,56.75675675675676,667.1428571428571,944.2857142857143,9.25,31.25,0.007832968723112026,0.000265157678382793,0.008098126401494819,0.9672569103967249,-4.84941369356913,0.08443396603088678,0.131782254676867,0.48882743472066004,1.9548324204934202,0.7946113305385737,12.463125385995754,44523.31681136562,0.033679934166925364,0.40648565176651075,1.2899650070060862,0.02088047308164033,0.0023094800075958506,0.004084993591502574,0.007643974150520094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
743.3333333333334,64.0751215047366,28.90222043139007,29.17538856330519,0.08619971502879363,0.03888191089424673,742.8571428571429,69.89399999999995,0.09408807692307684,92.14285714285711,2.2169618994098466,690.0,795.1428571428571,5.128205128205128,56.41025641025641,634.2857142857142,884.2857142857142,7.8,62.5,0.005377061481867125,0.0013365730990520712,0.006713634580919196,0.8009166148466373,-5.225613246987657,0.08443396603088678,0.131782254676867,0.48882743472066004,1.9548324204934202,0.7946113305385737,12.463125385995754,44523.31681136562,0.033679934166925364,0.40648565176651075,1.2716212534989457,0.03065756290362978,0.00691910678902102,0.007022920796056905,0.0061748191318475865,0.011507653773679495,0.0007188365605091683,0.00019984620407143824,5.753838792209885e-05,1.9223888433857056e-05,0.0,0.0,0.0,0.0,0.0001562168852708094,0.01623226269420397,0.0014815491996994373,0.01863353868992566,0.03843784346109427,0.058840500022933465,0.08004270767353637,0.10536051565782628,0.0014815491996994373,0.00026410761781847696,0.0179660088493279,0
758.7218045112782,52.421548006398254,39.78985061298473,40.19136671230654,0.06909192235507847,0.05244326758028906,757.1428571428571,57.18599999999997,0.07552867924528299,73.57142857142844,1.3174602869529595,711.4285714285714,801.4285714285713,23.684210526315788,60.526315789473685,634.2857142857142,878.5714285714286,6.333333333333333,109.375,0.011392281104690878,0.004694148612012823,0.016086429716703703,0.7081920168315191,-4.474819248994511,0.08443396603088678,0.131782254676867,0.48882743472066004,1.9548324204934202,0.7946113305385737,12.463125385995754,44523.31681136562,0.033679934166925364,0.40648565176651075,1.1488743723719377,0.15112669768025805,0.0166203991969986,0.011752735240050577,0.018486184732542377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
767.4903474903474,43.07800945461665,36.94698045956348,37.34603421329989,0.056128405517384614,0.048139993656438985,765.7142857142857,31.769999999999854,0.041490671641790856,48.571428571428555,1.1659412736519363,745.7142857142857,801.1428571428571,18.91891891891892,56.75675675675676,648.5714285714286,855.7142857142858,7.4,156.25,0.050265436172457816,0.005001854966626975,0.05526729113908479,0.9094970123641598,-2.990437591703777,0.08443396603088678,0.131782254676867,0.48882743472066004,1.9548324204934202,0.7946113305385737,12.463125385995754,44523.31681136562,0.033679934166925364,0.40648565176651075,1.1016477992438067,0.0497106519011162,0.004313420568318158,0.0057299920725176956,0.008116700973959556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
794.9603174603175,63.065042190466045,48.30780801142612,49.00858985534054,0.07933105691607568,0.06076757160125484,791.4285714285713,51.89100000000008,0.06556624548736474,65.00000000000011,1.3054834153424937,752.8571428571429,837.1428571428572,25.0,63.888888888888886,648.5714285714286,918.5714285714286,7.2,171.875,0.02235712428941004,0.0013992223500851424,0.023756346639495184,0.9411011141014872,-3.8006102485632085,0.08443396603088678,0.131782254676867,0.48882743472066004,1.9548324204934202,0.7946113305385737,12.463125385995754,44523.31681136562,0.033679934166925364,0.40648565176651075,1.1435776684898555,0.016841225198126506,0.004752510028090397,0.0058987803240522175,0.006052018452680885,0.006596363663002295,9.978298264486663e-05,0.00010573887383824927,8.485486274298497e-05,4.996798021861029e-05,0.0,0.0,0.0,0.0,0.0001185890387418696,0.013731340313483109,0.001253254450073132,0.017849079440237253,0.03636764417087483,0.055569851154810765,0.07696104113612832,0.10008345855698253,0.001253254450073132,0.00018858049913180174,0.017544309650909508,0
808.7301587301587,49.07158782943921,37.42046960140273,37.839527941123514,0.06067733136908087,0.04627064935992879,812.8571428571429,36.00600000000007,0.044295606326889364,43.57142857142867,1.3113568149235555,775.7142857142857,837.1428571428572,22.22222222222222,58.333333333333336,700.0,918.5714285714286,7.2,125.0,0.04321223973152756,0.006203389488973818,0.04941562922050138,0.8744650308651706,-3.1416314967429275,0.08443396603088678,0.131782254676867,0.48882743472066004,1.9548324204934202,0.7946113305385737,12.463125385995754,44523.31681136562,0.033679934166925364,0.40648565176651075,1.0988273528104209,0.051130656534304916,0.0011077198774880309,0.0027760625864434803,0.0031584619308910877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
806.8571428571429,50.00936286886507,42.30385143622903,42.68765825381092,0.06198044264908914,0.052430410774363174,814.2857142857143,38.124000000000095,0.04681894736842117,47.85714285714289,1.1821468062843337,767.1428571428571,841.7142857142858,25.71428571428571,62.857142857142854,700.0,904.2857142857142,5.833333333333333,117.1875,0.03733719375303084,0.0039196241191046975,0.04125681787213553,0.9049945119070375,-3.2877652976019474,0.08443396603088678,0.131782254676867,0.48882743472066004,1.9548324204934202,0.7946113305385737,12.463125385995754,44523.31681136562,0.033679934166925364,0.40648565176651075,1.0398435393210077,0.022849892495064642,0.0008412415573158131,0.0024161371859492574,0.002297253923490894,0.001163226745072136,5.679938556319338e-06,5.248244229076799e-05,1.149598069592323e-05,2.430091070065121e-06,0.0,0.0,0.0,0.0,5.018228081276046e-05,0.005732841485969642,0.000523209516026719,0.018000972562666785,0.0370412716803491,0.05715841383994864,0.07696104113612832,0.10008345855698253,0.000523209516026719,3.2875708617249635e-05,0.017544309650909508,0
824.7755102040816,60.41368278862312,48.6263900605847,49.3495285546807,0.07324863801263258,0.05895712161549588,818.5714285714287,46.595999999999854,0.0569235602094239,60.0,1.242405260052255,782.2857142857142,865.4285714285714,37.142857142857146,65.71428571428571,702.8571428571429,984.2857142857143,8.75,117.1875,0.022456941496910306,0.0021925644927316803,0.024649505989641985,0.9110503677577546,-3.796155514505112,0.08443396603088678,0.131782254676867,0.48882743472066004,1.9548324204934202,0.7946113305385737,12.463125385995754,44523.31681136562,0.033679934166925364,0.40648565176651075,0.9856999608617618,0.0361403757636328,0.000833323603824849,0.002371064314357651,0.0022849372426368975,0.0005056699374980129,3.9333665212939336e-05,2.0873980888324955e-05,2.6640079693062112e-05,1.6094225536294873e-05,0.0,0.0,0.0,0.0,4.848269090355847e-05,0.005742038876304978,0.0005241402989397512,0.017241806434506103,0.0,0.0,0.0,0.0,0.0005241402989397512,3.2971761290498306e-05,0.01739174271186922,0
808.857142857143,56.15511872432981,50.01800396145486,50.67200919197574,0.06942526158076803,0.06183787137587141,811.4285714285713,46.59600000000019,0.05742464788732418,67.14285714285722,1.1226981142151207,768.0,839.4285714285714,40.0,77.14285714285715,705.7142857142858,977.1428571428571,8.75,85.9375,0.034565969763241944,0.004281775365432058,0.038847745128674005,0.8897805946973322,-3.3648856137585454,0.08443396603088678,0.131782254676867,0.48882743472066004,1.9548324204934202,0.7946113305385737,12.463125385995754,44523.31681136562,0.033679934166925364,0.40648565176651075,0.9438705906444408,0.02286158475924165,0.016474409838640618,0.011033179072812305,0.02991471348180541,0.029790906511293763,0.002214954814760924,0.0002754847960174797,6.63558020926622e-05,0.0001635752956251437,0.0,0.0,0.0,0.0,0.0002513841469059278,0.025114327596047592,0.0022929252799641607,0.018804882678168204,0.03840944811487118,0.058840500022933465,0.08004270767353637,0.10536051565782628,0.0022929252799641607,0.0006331633391289072,0.01825999306724234,0
